Year,Rank,GPA,Department
2,2.7,654,MSE
2,2.69,656,CHEM
2,2.69,657,CE
2,2.69,657,CHEM
2,2.69,657,MSE
2,2.65,660,MSE
2,2.64,661,CE
2,2.64,661,CE
2,2.64,661,CE
2,2.64,661,MSE
2,2.63,665,CE
2,2.6,666,MSE
2,2.6,667,CE
2,2.59,668,CE
2,2.58,669,CE
2,2.58,669,CE
2,2.58,669,MSE
2,2.57,672,CHEM
2,2.57,672,MSE
2,2.56,674,CE
2,2.56,674,CE
2,2.56,676,CE
2,2.56,677,ME
2,2.54,678,CHEM
2,2.54,679,CE
2,2.54,679,MSE
2,2.51,681,CE
2,2.51,681,CE
2,2.51,683,CE
2,2.51,684,MSE
2,2.49,685,MSE
2,2.48,686,CE
2,2.48,686,MSE
2,2.47,688,MSE
2,2.46,689,CHEM
2,2.45,690,MSE
2,2.45,691,CE
2,2.34,692,CE
2,2.29,693,CE
2,2.29,694,CE
2,2.29,694,MSE
2,2.27,696,CE
2,2.26,697,CE
2,2.25,698,CE
2,2.24,699,CE
2,2.22,700,CE
2,2.21,701,CE
2,2.21,701,CE
2,2.2,703,CE
2,2.17,704,CE
2,2.17,704,CE
2,2.14,706,CE
2,2.12,707,CE
2,2.11,708,CE
2,2.09,709,CE
2,2.08,710,MSE
2,2.06,711,CE
2,2.06,711,MSE
2,2.05,713,MSE
2,2.01,714,CE
2,2.01,714,CE
2,1.99,716,MSE
2,1.98,717,CE
2,1.95,718,CE
2,1.89,719,CE
2,1.82,720,CE
2,1.8,721,CE
2,1.79,722,CE
2,1.71,723,CE
2,1.65,724,CE
2,1.61,725,CE
2,1.55,726,CE
2,1.46,727,CE
2,1.46,727,CE
2,1.46,729,CE
2,1.45,730,CE
2,1.2,731,CE
2,1.08,732,CE
2,1.04,733,CE
2,1.04,733,CE
2,0.81,735,CE
2,0.61,736,CE
2,0.33,737,CE
3,1,4,CSE
3,1,4,CSE
3,1,4,CSE
3,1,4,CSE
3,1,4,CSE
3,1,4,CSE
3,1,4,CSE
3,1,4,CSE
3,1,4,CSE
3,1,4,BME
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,1,4,ENTC
3,28,3.96,CSE
3,28,3.96,CSE
3,28,3.96,CSE
3,28,3.96,CSE
3,28,3.96,CSE
3,28,3.96,CSE
3,28,3.96,CSE
3,28,3.96,CHEM
3,28,3.96,BME
3,28,3.96,ENTC
3,28,3.96,ENTC
3,28,3.96,ENTC
3,28,3.96,ENTC
3,28,3.96,ENTC
3,28,3.96,ENTC
3,28,3.96,ENTC
3,28,3.96,ENTC
3,28,3.96,ENTC
3,28,3.96,ENTC
3,28,3.96,ENTC
3,48,3.94,ME
3,48,3.94,CSE
3,48,3.94,CSE
3,48,3.94,CSE
3,48,3.94,CSE
3,48,3.94,CSE
3,48,3.94,ENTC
3,48,3.94,ENTC
3,48,3.94,ENTC
3,48,3.94,ENTC
3,48,3.94,ENTC
3,48,3.94,ENTC
3,48,3.94,ENTC
3,48,3.94,ENTC
3,48,3.94,ENTC
3,48,3.94,ENTC
3,48,3.94,ENTC
3,48,3.94,ENTC
3,66,3.91,CSE
3,66,3.91,CSE
3,66,3.91,CSE
3,66,3.91,ENTC
3,66,3.91,ENTC
3,66,3.91,ENTC
3,66,3.91,ENTC
3,73,3.9,CSE
3,73,3.9,CSE
3,73,3.9,ENTC
3,76,3.89,CSE
3,76,3.89,CSE
3,76,3.89,CSE
3,76,3.89,CSE
3,76,3.89,ENTC
3,76,3.89,ENTC
3,76,3.89,ENTC
3,76,3.89,ENTC
3,76,3.89,ENTC
3,76,3.89,ENTC
3,76,3.89,ENTC
3,87,3.87,CSE
3,87,3.87,CSE
3,87,3.87,ENTC
3,87,3.87,ENTC
3,87,3.87,ENTC
3,87,3.87,ENTC
3,87,3.87,ENTC
3,94,3.86,ME
3,94,3.86,CSE
3,94,3.86,CSE
3,94,3.86,ENTC
3,98,3.85,CSE
3,98,3.85,CSE
3,98,3.85,CSE
3,98,3.85,CSE
3,98,3.85,CSE
3,98,3.85,CSE
3,98,3.85,CSE
3,98,3.85,CSE
3,98,3.85,CSE
3,98,3.85,CSE
3,98,3.85,BME
3,98,3.85,ENTC
3,98,3.85,ENTC
3,98,3.85,ENTC
3,98,3.85,ENTC
3,98,3.85,ENTC
3,98,3.85,ENTC
3,98,3.85,ENTC
3,98,3.85,ENTC
3,98,3.85,ENTC
3,118,3.84,CSE
3,118,3.84,CSE
3,118,3.84,CSE
3,118,3.84,CSE
3,118,3.84,CSE
3,118,3.84,BME
3,118,3.84,ENTC
3,118,3.84,ENTC
3,118,3.84,ENTC
3,127,3.83,EE
3,127,3.83,ME
3,129,3.81,EE
3,129,3.81,CSE
3,129,3.81,CSE
3,129,3.81,CSE
3,129,3.81,CSE
3,129,3.81,CSE
3,129,3.81,BME
3,129,3.81,ENTC
3,129,3.81,ENTC
3,129,3.81,ENTC
3,129,3.81,ENTC
3,142,3.8,CSE
3,142,3.8,ENTC
3,144,3.79,CSE
3,144,3.79,CSE
3,144,3.79,CSE
3,144,3.79,CSE
3,144,3.79,CSE
3,144,3.79,CSE
3,144,3.79,CSE
3,144,3.79,CSE
3,144,3.79,CSE
3,144,3.79,CSE
3,144,3.79,BME
3,144,3.79,ENTC
3,144,3.79,ENTC
3,144,3.79,ENTC
3,158,3.77,ME
3,158,3.77,ENTC
3,158,3.77,ENTC
3,161,3.76,CSE
3,161,3.76,CSE
3,161,3.76,CSE
3,161,3.76,CSE
3,161,3.76,ENTC
3,161,3.76,ENTC
3,161,3.76,ENTC
3,161,3.76,ENTC
3,161,3.76,ENTC
3,170,3.75,CSE
3,170,3.75,CSE
3,170,3.75,ENTC
3,170,3.75,ENTC
3,174,3.74,CSE
3,174,3.74,ENTC
3,174,3.74,ENTC
3,177,3.73,CSE
3,177,3.73,CSE
3,177,3.73,CSE
3,177,3.73,ENTC
3,177,3.73,ENTC
3,182,3.72,CSE
3,182,3.72,CSE
3,182,3.72,CSE
3,182,3.72,CSE
3,182,3.72,ENTC
3,187,3.71,CSE
3,187,3.71,CSE
3,187,3.71,CSE
3,187,3.71,CSE
3,187,3.71,CSE
3,187,3.71,CSE
3,187,3.71,CSE
3,187,3.71,CSE
3,187,3.71,ENTC
3,196,3.7,EE
3,196,3.7,CSE
3,196,3.7,CSE
3,196,3.7,CSE
3,196,3.7,CSE
3,196,3.7,BME
3,196,3.7,ENTC
3,196,3.7,ENTC
3,196,3.7,ENTC
3,205,3.69,CSE
3,205,3.69,CSE
3,205,3.69,CSE
3,205,3.69,CSE
3,205,3.69,CSE
3,205,3.69,CSE
3,205,3.69,CSE
3,205,3.69,CSE
3,205,3.69,CSE
3,205,3.69,ENTC
3,215,3.68,EE
3,215,3.68,CSE
3,215,3.68,BME
3,218,3.67,CSE
3,219,3.66,CSE
3,219,3.66,CSE
3,219,3.66,CSE
3,219,3.66,CSE
3,219,3.66,CSE
3,219,3.66,CSE
3,219,3.66,CSE
3,219,3.66,CSE
3,219,3.66,CSE
3,219,3.66,CSE
3,229,3.65,CSE
3,229,3.65,CSE
3,229,3.65,CSE
3,229,3.65,CSE
3,233,3.64,EE
3,233,3.64,CE
3,233,3.64,ME
3,233,3.64,CSE
3,233,3.64,CSE
3,233,3.64,CSE
3,233,3.64,CSE
3,233,3.64,BME
3,233,3.64,BME
3,233,3.64,BME
3,243,3.62,CSE
3,244,3.61,CSE
3,244,3.61,CSE
3,244,3.61,CSE
3,244,3.61,CSE
3,244,3.61,CSE
3,244,3.61,CSE
3,244,3.61,CHEM
3,251,3.6,EE
3,251,3.6,MSE
3,251,3.6,ME
3,251,3.6,CSE
3,251,3.6,CSE
3,251,3.6,CSE
3,251,3.6,CSE
3,251,3.6,CSE
3,251,3.6,CSE
3,251,3.6,BME
3,261,3.59,CSE
3,261,3.59,CSE
3,261,3.59,CSE
3,261,3.59,CSE
3,261,3.59,CSE
3,261,3.59,CSE
3,261,3.59,BME
3,268,3.58,CSE
3,268,3.58,CSE
3,268,3.58,CSE
3,268,3.58,CSE
3,272,3.57,CSE
3,272,3.57,CSE
3,272,3.57,CSE
3,275,3.56,EE
3,275,3.56,ME
3,275,3.56,ME
3,275,3.56,CSE
3,275,3.56,CSE
3,275,3.56,CSE
3,275,3.56,CSE
3,275,3.56,CSE
3,275,3.56,CSE
3,275,3.56,CSE
3,275,3.56,CSE
3,286,3.55,ME
3,286,3.55,CSE
3,288,3.54,CSE
3,288,3.54,CSE
3,288,3.54,CSE
3,288,3.54,CSE
3,288,3.54,CSE
3,288,3.54,CSE
3,288,3.54,CSE
3,288,3.54,CSE
3,288,3.54,CSE
3,288,3.54,CHEM
3,288,3.54,BME
3,299,3.53,MSE
3,300,3.52,ME
3,300,3.52,CSE
3,300,3.52,CSE
3,300,3.52,CSE
3,300,3.52,BME
3,305,3.51,EE
3,305,3.51,EE
3,305,3.51,EE
3,305,3.51,ME
3,305,3.51,ME
3,305,3.51,CSE
3,305,3.51,CSE
3,305,3.51,CSE
3,305,3.51,CSE
3,305,3.51,CHEM
3,315,3.5,EE
3,315,3.5,EE
3,315,3.5,EE
3,315,3.5,ME
3,315,3.5,CSE
3,315,3.5,CSE
3,315,3.5,CSE
3,315,3.5,CSE
3,315,3.5,CSE
3,315,3.5,CSE
3,315,3.5,CSE
3,315,3.5,CSE
3,315,3.5,CHEM
3,328,3.49,EE
3,328,3.49,EE
3,328,3.49,EE
3,328,3.49,EE
3,328,3.49,CSE
3,328,3.49,CSE
3,328,3.49,CSE
3,328,3.49,CSE
3,328,3.49,CSE
3,328,3.49,CSE
3,328,3.49,CHEM
3,339,3.48,EE
3,339,3.48,CSE
3,339,3.48,CSE
3,339,3.48,CSE
3,339,3.48,CSE
3,344,3.47,CSE
3,344,3.47,CSE
3,346,3.46,EE
3,346,3.46,EE
3,346,3.46,EE
3,346,3.46,EE
3,346,3.46,CSE
3,346,3.46,CSE
3,346,3.46,CSE
3,346,3.46,CSE
3,346,3.46,CSE
3,346,3.46,CSE
3,356,3.45,EE
3,356,3.45,CSE
3,356,3.45,CSE
3,356,3.45,CSE
3,356,3.45,CHEM
3,361,3.44,EE
3,361,3.44,EE
3,361,3.44,EE
3,361,3.44,EE
3,361,3.44,EE
3,361,3.44,EE
3,361,3.44,EE
3,361,3.44,EE
3,361,3.44,EE
3,361,3.44,EE
3,361,3.44,MSE
3,361,3.44,ME
3,361,3.44,ME
3,361,3.44,ME
3,375,3.43,EE
3,375,3.43,EE
3,375,3.43,EE
3,375,3.43,ME
3,375,3.43,ME
3,380,3.42,EE
3,380,3.42,EE
3,382,3.41,EE
3,382,3.41,EE
3,382,3.41,EE
3,382,3.41,EE
3,382,3.41,EE
3,382,3.41,EE
3,382,3.41,EE
3,382,3.41,EE
3,382,3.41,EE
3,382,3.41,EE
3,382,3.41,ME
3,393,3.4,EE
3,393,3.4,EE
3,395,3.39,EE
3,395,3.39,EE
3,395,3.39,EE
3,395,3.39,EE
3,395,3.39,EE
3,395,3.39,EE
3,395,3.39,ME
3,402,3.38,EE
3,403,3.37,EE
3,403,3.37,EE
3,403,3.37,MSE
3,403,3.37,ME
3,403,3.37,ME
3,408,3.36,EE
3,408,3.36,EE
3,408,3.36,EE
3,408,3.36,EE
3,408,3.36,EE
3,408,3.36,EE
3,408,3.36,EE
3,408,3.36,EE
3,416,3.35,EE
3,416,3.35,EE
3,416,3.35,EE
3,416,3.35,EE
3,416,3.35,EE
3,416,3.35,MSE
3,416,3.35,MSE
3,416,3.35,ME
3,416,3.35,ME
3,425,3.34,EE
3,425,3.34,EE
3,425,3.34,EE
3,425,3.34,EE
3,425,3.34,EE
3,425,3.34,EE
3,425,3.34,EE
3,425,3.34,ME
3,425,3.34,CHEM
3,434,3.33,EE
3,434,3.33,EE
3,434,3.33,EE
3,434,3.33,EE
3,438,3.32,EE
3,438,3.32,EE
3,438,3.32,ME
3,438,3.32,ME
3,442,3.31,EE
3,442,3.31,EE
3,442,3.31,EE
3,442,3.31,EE
3,442,3.31,EE
3,442,3.31,CE
3,442,3.31,ME
3,442,3.31,ME
3,442,3.31,ME
3,442,3.31,CHEM
3,442,3.31,CHEM
3,442,3.31,CHEM
3,454,3.29,MSE
3,454,3.29,CE
3,454,3.29,CE
3,454,3.29,ME
3,454,3.29,ME
3,454,3.29,ME
3,454,3.29,ME
3,454,3.29,CHEM
3,454,3.29,CHEM
3,463,3.28,MSE
3,463,3.28,CHEM
3,465,3.26,CE
3,465,3.26,CE
3,465,3.26,ME
3,465,3.26,ME
3,465,3.26,ME
3,465,3.26,ME
3,471,3.25,CE
3,471,3.25,ME
3,471,3.25,ME
3,471,3.25,ME
3,471,3.25,ME
3,476,3.24,MSE
3,476,3.24,ME
3,478,3.23,CE
3,478,3.23,CE
3,480,3.22,CHEM
3,481,3.21,MSE
3,481,3.21,CE
3,481,3.21,CE
3,481,3.21,ME
3,481,3.21,ME
3,481,3.21,ME
3,481,3.21,ME
3,481,3.21,ME
3,481,3.21,CHEM
3,481,3.21,CHEM
3,491,3.2,CE
3,491,3.2,ME
3,491,3.2,ME
3,491,3.2,CHEM
3,495,3.19,MSE
3,495,3.19,ME
3,495,3.19,ME
3,495,3.19,ME
3,495,3.19,CHEM
3,495,3.19,CHEM
3,501,3.18,CHEM
3,502,3.17,CE
3,502,3.17,CE
3,502,3.17,ME
3,502,3.17,ME
3,502,3.17,ME
3,507,3.16,CE
3,507,3.16,ME
3,507,3.16,ME
3,507,3.16,ME
3,507,3.16,ME
3,507,3.16,ME
3,507,3.16,CHEM
3,507,3.16,CHEM
3,507,3.16,CHEM
3,516,3.15,ME
3,517,3.14,MSE
3,517,3.14,CE
3,517,3.14,CE
3,517,3.14,CE
3,517,3.14,ME
3,517,3.14,ME
3,517,3.14,ME
3,517,3.14,ME
3,517,3.14,ME
3,517,3.14,ME
3,517,3.14,CHEM
3,517,3.14,CHEM
3,517,3.14,CHEM
3,530,3.13,CE
3,530,3.13,ME
3,530,3.13,ME
3,533,3.12,ME
3,533,3.12,ME
3,533,3.12,ME
3,533,3.12,ME
3,533,3.12,ME
3,533,3.12,ME
3,533,3.12,ME
3,540,3.11,ME
3,540,3.11,ME
3,540,3.11,CHEM
3,540,3.11,CHEM
3,544,3.1,MSE
3,545,3.09,CE
3,545,3.09,ME
3,545,3.09,ME
3,548,3.08,ME
3,549,3.07,MSE
3,549,3.07,ME
3,551,3.06,MSE
3,551,3.06,CE
3,551,3.06,ME
3,551,3.06,ME
3,551,3.06,CHEM
3,551,3.06,CHEM
3,557,3.04,CE
3,557,3.04,CE
3,557,3.04,ME
3,557,3.04,ME
3,557,3.04,ME
3,557,3.04,ME
3,557,3.04,ME
3,557,3.04,CHEM
3,557,3.04,CHEM
3,557,3.04,CHEM
3,567,3.03,ME
3,568,3.02,CE
3,568,3.02,ME
3,568,3.02,ME
3,568,3.02,CHEM
3,572,3.01,CE
3,572,3.01,ME
3,572,3.01,CHEM
3,572,3.01,CHEM
3,576,3,ME
3,577,2.99,ME
3,578,2.96,CE
3,579,2.95,CHEM
3,580,2.94,MSE
3,580,2.94,CE
3,580,2.94,ME
3,580,2.94,ME
3,584,2.93,CE
3,584,2.93,CHEM
3,584,2.93,CHEM
3,587,2.92,CE
3,587,2.92,CE
3,587,2.92,ME
3,590,2.91,CE
3,590,2.91,CE
3,590,2.91,CE
3,590,2.91,CHEM
3,590,2.91,CHEM
3,590,2.91,CHEM
3,596,2.9,CE
3,597,2.89,CE
3,597,2.89,CHEM
3,597,2.89,CHEM
3,600,2.88,CHEM
3,601,2.87,CHEM
3,601,2.87,CHEM
3,603,2.86,CE
3,604,2.85,CE
3,604,2.85,CHEM
3,604,2.85,CHEM
3,607,2.84,CE
3,607,2.84,CHEM
3,607,2.84,CHEM
3,607,2.84,CHEM
3,607,2.84,CHEM
3,612,2.83,CE
3,612,2.83,CE
3,612,2.83,CHEM
3,615,2.81,CE
3,616,2.8,CE
3,617,2.79,MSE
3,617,2.79,CE
3,617,2.79,CHEM
3,617,2.79,CHEM
3,617,2.79,CHEM
3,617,2.79,CHEM
3,623,2.78,CHEM
3,623,2.78,CHEM
3,625,2.77,MSE
3,626,2.75,MSE
3,626,2.75,CE
3,626,2.75,CE
3,626,2.75,CHEM
3,630,2.74,CE
3,630,2.74,CHEM
3,630,2.74,CHEM
3,630,2.74,CHEM
3,634,2.73,CE
3,634,2.73,CHEM
3,634,2.73,CHEM
3,637,2.71,CE
3,637,2.71,CHEM
3,639,2.7,MSE
3,639,2.7,CE
3,639,2.7,CHEM
3,639,2.7,CHEM
3,639,2.7,CHEM
3,644,2.69,CHEM
3,645,2.67,CHEM
3,646,2.66,CE
3,646,2.66,CHEM
3,646,2.66,CHEM
3,649,2.65,CE
3,649,2.65,CHEM
3,649,2.65,CHEM
3,652,2.64,MSE
3,652,2.64,CE
3,652,2.64,CHEM
3,655,2.63,CE
3,656,2.62,CE
3,657,2.61,MSE
3,657,2.61,MSE
3,657,2.61,CE
3,657,2.61,CE
3,657,2.61,CE
3,657,2.61,CE
3,657,2.61,CE
3,664,2.6,MSE
3,664,2.6,MSE
3,666,2.59,CE
3,667,2.58,MSE
3,668,2.57,CE
3,669,2.56,MSE
3,669,2.56,CE
3,669,2.56,CE
3,669,2.56,CE
3,673,2.55,CE
3,674,2.54,MSE
3,674,2.54,MSE
3,674,2.54,MSE
3,674,2.54,MSE
3,674,2.54,CE
3,679,2.53,MSE
3,679,2.53,CE
3,681,2.49,CE
3,681,2.49,CE
3,683,2.46,MSE
3,684,2.44,CE
3,684,2.44,CE
3,686,2.43,CE
3,687,2.41,CE
3,688,2.38,CE
3,689,2.37,CE
3,690,2.36,MSE
3,690,2.36,MSE
3,690,2.36,CE
3,690,2.36,CE
3,694,2.35,CE
3,695,2.33,MSE
3,696,2.31,MSE
3,696,2.31,MSE
3,696,2.31,CE
3,699,2.3,CE
3,700,2.29,CE
3,700,2.29,CE
3,702,2.28,CE
3,703,2.27,CE
3,704,2.21,MSE
3,705,2.16,MSE
3,706,2.15,CE
3,707,2.14,MSE
3,708,2.12,CE
3,709,2.06,CE
3,710,1.96,CE
3,710,1.96,CE
3,712,1.92,MSE
3,713,1.89,MSE
3,714,1.86,MSE
3,715,1.84,MSE
3,715,1.84,CE
3,717,1.79,CE
3,718,1.7,CE
3,719,1.56,CE
3,720,1.54,CE
3,721,1.43,CE
3,722,1.22,CE
3,723,1.21,CE
3,724,0.98,CE
3,725,0.82,CE
3,726,0.47,CE
3,727,0,CE
3,727,0,CE
3,727,0,CE
3,727,0,CE
3,727,0,CE
3,727,0,CE
3,727,0,CE
3,727,0,CE
3,727,0,CE
3,727,0,CE
3,727,0,CE
3,727,0,CE
